CO,CDS,DISTRICT,EDP 365,"Current
Expense ADA","Current
Expense Per ADA",LEA Type
54,72298,Woodville Union Elementary,"5,663,910.94",410.58,"13,794.90",Elementary
54,75325,Farmersville Unified,"34,639,993.34","2,398.24","14,443.92",Unified
54,75523,Porterville Unified,"164,662,446.09","12,759.54","12,905.05",Unified
54,75531,Dinuba Unified,"77,819,822.70","6,329.11","12,295.54",Unified
54,76794,Woodlake Unified,"28,496,732.68","2,023.86","14,080.39",Unified
54,76836,Exeter Unified,"32,377,924.45","2,613.20","12,390.14",Unified
55,72306,Belleview Elementary,"2,045,162.79",169,"12,101.55",Elementary
55,72348,Columbia Union,"5,924,663.95",442,"13,404.22",Elementary
55,72355,Curtis Creek Elementary,"4,733,747.04",470.01,"10,071.59",Elementary
55,72363,Jamestown Elementary,"4,539,027.84",358.56,"12,659.05",Elementary
55,72371,Sonora Elementary,"7,444,843.89",686.06,"10,851.59",Elementary
55,72389,Sonora Union High,"13,470,569.38",950.4,"14,173.58",High
55,72397,Soulsbyville Elementary,"5,506,637.32",540.93,"10,179.94",Elementary
55,72405,Summerville Elementary,"4,128,462.30",381.48,"10,822.22",Elementary
55,72413,Summerville Union High,"6,311,698.14",390.1,"16,179.69",High
55,72421,Twain Harte,"3,681,120.86",259.57,"14,181.61",Elementary
55,75184,Big Oak Flat-Groveland Unified,"5,701,247.81",274.57,"20,764.28",Unified
56,72447,Briggs Elementary,"6,071,327.44",500.77,"12,123.98",Elementary
56,72454,Fillmore Unified,"52,227,419.82","3,579.36","14,591.27",Unified
56,72462,Hueneme Elementary,"101,725,267.45","7,691.75","13,225.24",Elementary
56,72470,Mesa Union Elementary,"6,204,674.75",592.29,"10,475.74",Elementary
56,72504,Mupu Elementary,"1,599,470.30",158.75,"10,075.40",Elementary
56,72512,Ocean View,"29,170,097.25","2,337.39","12,479.77",Elementary
56,72520,Ojai Unified,"29,363,984.08","2,247.28","13,066.46",Unified
56,72538,Oxnard,"205,326,279.04","15,194.06","13,513.59",Elementary
56,72546,Oxnard Union High,"216,505,055.99","15,949.20","13,574.67",High
56,72553,Pleasant Valley,"60,150,792.05","5,986.86","10,047.14",Elementary
56,72561,Rio Elementary,"65,205,303.78","5,098.41","12,789.34",Elementary
56,72579,Santa Clara Elementary,"690,450.42",54.6,"12,645.61",Elementary
56,72603,Simi Valley Unified,"189,222,729.43","15,718.53","12,038.20",Unified
56,72611,Somis Union,"3,337,758.92",232.33,"14,366.46",Elementary
56,72652,Ventura Unified,"196,192,063.07","15,528.67","12,634.18",Unified
56,73759,Conejo Valley Unified,"198,598,918.24","17,614.50","11,274.74",Unified
56,73874,Oak Park Unified,"45,294,659.28","4,373.94","10,355.57",Unified
56,73940,Moorpark Unified,"63,718,543.01","5,858.72","10,875.85",Unified
56,76828,Santa Paula Unified,"73,708,021.24","4,888.74","15,077.10",Unified
57,72678,Davis Joint Unified,"106,719,054.07","7,637.43","13,973.16",Unified
57,72686,Esparto Unified,"13,385,738.01",907.75,"14,746.06",Unified
57,72694,Washington Unified,"90,469,228.75","7,210.35","12,547.13",Unified
57,72702,Winters Joint Unified,"20,849,341.79","1,481.99","14,068.48",Unified
57,72710,Woodland Joint Unified,"113,938,509.23","9,157.85","12,441.62",Unified
58,72728,Camptonville Elementary,"875,381.07",46.78,"18,712.72",Elementary
58,72736,Marysville Joint Unified,"115,960,984.35","9,148.96","12,674.77",Unified
58,72744,Plumas Lake Elementary,"14,618,900.19","1,322.56","11,053.49",Elementary
58,72751,Wheatland,"17,142,611.09","1,247.16","13,745.32",Elementary
58,72769,Wheatland Union High,"10,373,283.45",846,"12,261.56",High
